,id,text,annotations,meta,annotation_approver,Unnamed: 5,Unnamed: 6,Unnamed: 7,aspect1,aspect2,aspect3,aspect4,aspect5,aspect6,aspect7
2227,885808,giao hàng đầy_đủ song sữa hạn ngắn sx 5 - 2018 hạn 5 - 2020 4 hạn kì hài_lòng,"[{'label': 328, 'user': 15}, {'label': 325, 'user': 15}]","{'review_id': 13683, 'comment': 'giao hàng đầy đủ, song sữa date ngắn quá, sx từ 5-2018 hsd 5-2020 chỉ  có hơn 4 tháng nữa là hết hạn rồi.', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['dịch vụ +', 'an toàn -'], '30': ['an toàn -', 'ship +']}}",,,,,0,0,0,0,1,1,0
2228,885807,hàng bobby sờ vẻ mềm_mại dán không tràn bỉm giá ngang ngang bé tã dán bobby miếng,"[{'label': 322, 'user': 15}]","{'review_id': 1351, 'comment': 'Hàng bobby sờ có vẻ mềm mại hơn của huggies, nhưng lại dán ko chắc bằng và dễ tràn bỉm hơn của huggies. So giá thì ngang ngang nhau. Mình thấy bé dùng tã dán bobby thì thích hơn là miếng lót.', 'summary': 'Hài lòng', 'annotations': {'28': ['other'], '17': ['chất lượng -'], '20': ['chất lượng -'], '25': ['other', 'chất lượng +']}}",,,,,0,0,0,1,0,0,0
2231,885804,4 bỉm quà tặng xe_đạp hiện ăn dặm quà tặng xe đúng bỉm,"[{'label': 326, 'user': 15}]","{'review_id': 12915, 'comment': 'mình muốn đặt 4 bỉm để lấy quà tặng là xe đạp, nhưng cứ hiện ra bộ ăn dặm, có phải hết quà tặng xe rồi đúng k', 'summary': 'đặt bỉm', 'annotations': {'23': ['trash'], '29': ['dịch vụ -']}}",,,,,0,0,0,0,1,0,0
2232,885803,đọc bình_luận phân_vân mua bình_luận báo giao thiếu_vậy seller khắc_phục hàng y chang đồ tức trừ cọ rửa ống hút,"[{'label': 326, 'user': 15}]","{'review_id': 13775, 'comment': 'Mình đã đọc cmt và phân vân trước khi mua. Tuy nhiên nghĩ nhiều cmt báo giao thiếu vậy chắc seller đã khắc phục. Nay nhận hàng bị thiếu y chang, cái đồ mình đang cần nhất nữa chứ. Tức gì đâu á!!!!', 'summary': 'Thiếu thứ cần nhất - Cọ rửa ống hút', 'annotations': {'19': ['other'], '30': ['dịch vụ -']}}",,,,,0,0,0,0,1,0,0
2233,885802,tã nhúm không phủ mông bé như tã không tràn trừ ổn hai loại huggies cà_meries đều thức dậy đêm thay tã bé tã đè,"[{'label': 322, 'user': 15}]","{'review_id': 12691, 'comment': 'Tã cứ nhúm lại, ko phủ hết mông bé như tã merries, nhưng cũng ko bị tràn - vẫn dùng ổn. Cả hai loại huggies cà meries đều phải thức dậy giữa đêm thay tã khác cho bé, vì tã đầy nặng nước đè lên con gây khó chịu.', 'summary': 'Tạm', 'annotations': {'23': ['chất lượng -', 'typo'], '29': ['an toàn -', 'chất lượng -']}}",,,,,0,0,0,1,0,0,0
2234,885801,sp ok m mua nhầm hình xxl 56 sản_phẩm xl m nhầm kích_thước,"[{'label': 321, 'user': 15}]","{'review_id': 2730, 'comment': 'Sp thì ok..mà m mua nhầm size...thấy hình xxl 56 mà sp là xl làm m đặt nhầm size ;(', 'summary': 'Hài lòng', 'annotations': {'23': ['other'], '28': ['dịch vụ -', 'chất lượng +']}}",,,,,0,0,0,1,0,0,0
2235,885800,quà tặng túi mẹ bé giao 2 túi,"[{'label': 326, 'user': 15}]","{'review_id': 14567, 'comment': 'quà tặng là bộ túi cho mẹ và bé nhưng khi giao là 2 túi cho mẹ', 'summary': 'Hài lòng', 'annotations': {'28': ['dịch vụ -'], '29': ['dịch vụ -']}}",,,,,0,0,0,0,1,0,0
2236,885799,2 bé đều tã lớn yên_tâm giá rẻ giao hàng cực_kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 13310, 'comment': '2 bé nhà mình đều xài tã này từ nhỏ tới lớn nên rất yên tâm. giá rẻ. giao hàng cực nhanh.', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +', 'giá +'], '30': ['ship +', 'giá +', 'chất lượng +']}}",,,,,1,1,0,0,0,0,0
2237,885798,hàng giao nhah nhân_viên giao hàng thân_thiện loại tã mìh chưa không nhận_xét chất kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 13516, 'comment': 'hàng giao nhah, nhân viên giao hàng thân thiện, loại tã mới mìh chưa dùng nên ko nhận xét chất lượng', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['ship +'], '30': ['dịch vụ +', 'ship +']}}",,,,,1,0,0,0,0,0,0
2238,885797,hàng tiki gói cẩn_thận hàng hơi một_tí bình_thường mua tặng kèm thú nhồi kì hài_lòng,"[{'label': 325, 'user': 15}, {'label': 320, 'user': 15}]","{'review_id': 12906, 'comment': 'Hàng tiki gói rất cẩn thận. Nhận được hàng hơi lâu một tí so với bình thường. Mua còn được tặng kèm thú nhồi bông', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship -', 'dịch vụ +'], '29': ['ship -', 'dịch vụ +']}}",,,,,1,0,0,0,1,0,0
2240,885795,mua khuyến_mại khăn tắm giao hàng không khăn,"[{'label': 326, 'user': 15}]","{'review_id': 13979, 'comment': 'Mình đặt mua có khuyến mại khăn tắm nhưng giao hàng lại ko thấy có khăn tắm???', 'summary': 'Hài lòng', 'annotations': {'28': ['dịch vụ -'], '19': ['dịch vụ -']}}",,,,,0,0,0,0,1,0,0
2241,885794,sản_phẩm kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 14752, 'comment': 'sản phẩm rất đáng mua', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +'], '29': ['chất lượng +']}}",,,,,0,0,0,0,0,0,1
2242,885793,giao hàng nhanh đóng_gói cẩn_thận kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 13043, 'comment': 'Giao hàng nhanh đóng gói cẩn thận !!!', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +'], '30': ['dịch vụ +', 'ship +']}}",,,,,1,0,0,0,0,0,0
2243,885792,đóng_gói chắc_chắn thấm hút tốt không mẩm kì hài_lòng,"[{'label': 327, 'user': 15}, {'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 14261, 'comment': 'đóng gói chắc chắn. mình thấy thấm hút tốt con không bị mẩm đỏ', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['an toàn +', 'chất lượng +', 'ship +'], '19': ['chất lượng +', 'ship +']}}",,,,,1,0,0,1,0,1,0
2244,885791,ẻm mỏng_manh sợ khả_năng hút ẩm bình_thường giá tiền hơi buồn,"[{'label': 322, 'user': 15}]","{'review_id': 13948, 'comment': 'thấy ẻm mỏng manh dễ sợ. khả năng hút ẩm cũng bình thường. với giá tiền thì thấy hơi buồn tí.', 'summary': 'Bình thường', 'annotations': {'28': ['chất lượng -', 'giá -'], '19': ['chất lượng -']}}",,,,,0,0,0,1,0,0,0
2245,885790,sản_phẩm giao kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 12976, 'comment': 'sản phẩm giao nhanh.', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +'], '29': ['ship +']}}",,,,,1,0,0,0,0,0,0
2246,885789,hài_lòng dòng tả quần dáng tả không to như moony merries giá_cả hợp túi_tiền vận_động dải báo tiểu dây quấn tả xong trừ dây quấn kéo cuộn tả chưa dàn đều nước_tiểu lắm bé tè xong 3 tiếng thay tả tả ( bé trai ) không dàn đều mặt,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 1327, 'comment': 'Rất hài lòng với dòng Tả quần Giữ dáng này của Pampers. Tả không to như Moony hay Merries nhưng giá cả hợp túi tiền, dễ vận động. Có dải báo tiểu và dây quấn sau khi dùng tả xong. Tuy nhiên điểm trừ là dây quấn nhỏ và khó kéo ra để cuộn tả lại sau khi sử dụng, và chưa thấy dàn đều nước tiểu lắm vì bé nhà mình thấy tè xong, sau 3 tiếng thay tả thì chỉ thấy nặng tả phía trước (bé trai) chứ không dàn đều mặt tả.', 'summary': 'Hài lòng', 'annotations': {'28': ['chất lượng -'], '17': ['chất lượng -', 'giá +'], '20': ['chất lượng -', 'giá +', 'chất lượng +'], '25': ['chất lượng +', 'giá +']}}",,,,,0,1,0,1,0,0,0
2248,885787,quà tặng phao bé ? ? y body nhóc xxl,"[{'label': 326, 'user': 15}]","{'review_id': 12854, 'comment': 'Quà tặng cái phao quá bé ??.. vừa y cái body nhóc nhà', 'summary': 'Quần xxl', 'annotations': {'23': ['typo'], '29': ['dịch vụ -']}}",,,,,0,0,0,0,1,0,0
2249,886629,mua hàng tiki đầu mua hàng tiêu_dùng giao hàng siêu nhanh hôm hôm hàng nvgh dễ_tính nhẹ kì hài_lòng,"[{'label': 319, 'user': 15}]","{'review_id': 12912, 'comment': 'Đã mua hàng trên tiki nhiều rồi nhưng đây là lần đầu mua hàng tiêu dùng. Giao hàng siêu nhanh đặt hôm trước hôm sau nhận được hàng luôn, nvgh thì dễ tính, nhẹ nhàng.', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['trash'], '29': ['ship +']}}",,,,,1,0,0,0,0,0,0
2250,886628,sp như mô kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 1226, 'comment': 'SP giống như mô tả', 'summary': 'Cực kì hài lòng', 'annotations': {'17': ['other'], '20': ['chính hãng +', 'trash'], '25': ['chính hãng +']}}",,,,,0,0,0,0,0,0,1
2251,886627,hài_lòng sản_phẩm hàng tikinow phẩm oke,"[{'label': 319, 'user': 15}]","{'review_id': 13371, 'comment': 'Rất hài lòng về sản phẩm Unidry\nGiao hàng TikiNow rất nhanh', 'summary': 'Sản phẩm rất ok', 'annotations': {'23': ['chất lượng +', 'ship +'], '30': ['chất lượng +', 'ship +']}}",,,,,1,0,0,0,0,0,0
2252,886626,mỏng mềm ưng mua giá 137k rẻ shopee 286k 60m hời mua kì hài_lòng,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 1272, 'comment': 'Mỏng mềm khá ưng. mua đc giá 137k rẻ hơn shopee. 286k đc 60m quá hời ạ. sẽ mua thêm', 'summary': 'Cực kì hài lòng', 'annotations': {'17': ['giá +', 'chất lượng +'], '20': ['chất lượng +', 'giá +'], '25': ['giá +', 'chất lượng +']}}",,,,,0,1,0,1,0,0,0
2254,886624,giao hàng cực_kỳ,"[{'label': 319, 'user': 15}]","{'review_id': 1706, 'comment': 'giao hàng cực kỳ nhanh.', 'summary': 'Hài lòng', 'annotations': {'23': ['ship +'], '17': ['ship +']}}",,,,,1,0,0,0,0,0,0
2255,886623,sản_phẩm oke hài_lòng sản_phẩm ủng kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 13781, 'comment': 'sp rất ok tôi hài lòng về sp này lần sau lại tiếp tục ủng hộ.', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['other'], '30': ['chất lượng +']}}",,,,,0,0,0,0,0,0,1
2256,886622,đóng hàng nhanh sản_phẩm kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 323, 'user': 15}]","{'review_id': 2403, 'comment': 'đóng hàng nhanh, sp chuẩn', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +'], '28': ['chính hãng +', 'ship +']}}",,,,,1,0,1,0,0,0,0
2257,886621,bỉm bobby sơ_sinh tã dán bé đầu ok không mềm mịn thấm hút huggie giá mềm new born đầu xì_xoẹt kì hài_lòng,"[{'label': 317, 'user': 15}, {'label': 322, 'user': 15}]","{'review_id': 1352, 'comment': 'Từng dùng bỉm bobby sơ sinh và tã dán cho bé đầu, nhìn chung ok, ko mềm mịn và thấm hút bằng huggie nhưng giá luôn mềm hơn, new born phù hợp cho những ngày đầu xì xoẹt nhiều.', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['other', 'chất lượng -', 'giá +', 'chất lượng +'], '17': ['chất lượng -', 'giá +'], '20': ['chất lượng -', 'giá +'], '25': ['chất lượng -', 'giá +']}}",,,,,0,1,0,1,0,0,0
2258,886620,tả tệ mua 2 gói tặng gói giấy ướt goon không gửi kèm tả thấm không hài_lòng,"[{'label': 322, 'user': 15}, {'label': 326, 'user': 15}]","{'review_id': 13041, 'comment': 'tả quá tệ. mình mua 2 gói được tặng gói giấy ướt goon cũng ko thấy gửi kèm. tả dùng thì bị thấm ngược', 'summary': 'Rất không hài lòng', 'annotations': {'23': ['chất lượng -', 'dịch vụ -'], '30': ['dịch vụ -', 'chất lượng -']}}",,,,,0,0,0,1,1,0,0
2259,886619,sp tốt đóng_gói kỹ_càng giao hàng nhanh đúng tốt,"[{'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 14030, 'comment': 'Sp dùng tốt,  đóng gói kỹ càng, giao hàng rất nhanh và đúng hẹn', 'summary': 'Sp dùng tốt', 'annotations': {'28': ['ship +', 'chất lượng +'], '19': ['ship +']}}",,,,,1,0,0,1,0,0,0
2260,886618,mua sữa lắm toàn mua trang tiki con_trai uống hợp tăng_trưởng chiều cân đều hài_lòng chất_lượng náy hàng móp đáy hộp không ảnh_hưởng không đổi hàng hộp sợ con_trai không hẳn hộp lơn uống yên,"[{'label': 321, 'user': 15}, {'label': 320, 'user': 15}]","{'review_id': 14536, 'comment': 'Mình mua sữa này nhiều lắm rồi và toàn mua trên trang tiki thấy con trai uống thích và khá là hợp tăng trưởng cả chiều cao và cân nặng đều. rất hài lòng về chất lượng. Nhưng lần náy nhận được hàng bị móp ở đáy hộp thấy không ảnh hưởng gì lên không yêu cầu đổi hàng nữa, mọi lần chỉ đặt hộp nhỏ vì sợ con trai không thích nhưng lần này đặt hẳn hộp lơn này cho uống thấy rất yên tâm', 'summary': 'Sữa', 'annotations': {'28': ['ship -', 'chất lượng +'], '29': ['chất lượng +']}}",,,,,1,0,0,1,0,0,0
2262,886616,sản_phẩm không như thông_tin đăng mua tả l120 không hài_lòng,"[{'label': 326, 'user': 15}]","{'review_id': 1392, 'comment': 'Sản phẩm không như thông tin đăng bán. Mình mua tả L120, khi nhận lại là L111.', 'summary': 'Rất không hài lòng', 'annotations': {'28': ['chính hãng -', 'dịch vụ -'], '17': ['dịch vụ -'], '20': ['trash', 'chất lượng -'], '25': ['dịch vụ -', 'chính hãng -']}}",,,,,0,0,0,0,1,0,0
2263,886615,chất_lượng tạm hút chưa tốt,"[{'label': 322, 'user': 15}]","{'review_id': 14648, 'comment': 'Chất lượng cũng tạm, thấp hút chưa tốt lắm', 'summary': 'Hài lòng', 'annotations': {'28': ['chất lượng -'], '29': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
2264,886614,đầu bé nhãn hàng chất_lượng mong_đợi tã nhẹ mỏng thoáng nhãn hàng tiki kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 1213, 'comment': 'Lần đầu cho bé xài nhãn hàng này. Chất lượng vượt cả mong đợi. Tã nhẹ mỏng và thoáng hơn rất nhiều. So với các nhãn hàng khác. Cảm ơn Tiki và Pampers', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['chất lượng +'], '17': ['chất lượng +'], '20': ['chất lượng +'], '25': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
2265,886613,đóng_gói cẩn_thận ship hàng nhanh giá kì hài_lòng,"[{'label': 319, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 14259, 'comment': 'Đóng gói cẩn thận, ship hàng nhanh. Giá tốt.', 'summary': 'Cực kì hài lòng', 'annotations': {'28': ['ship +', 'giá +'], '19': ['giá +', 'ship +']}}",,,,,1,1,0,0,0,0,0
2267,886611,giao hàng nhanh 2 lon sữa bụi bẩn chùi không hạn,"[{'label': 319, 'user': 15}, {'label': 328, 'user': 15}]","{'review_id': 13943, 'comment': 'giao hàng thì rất nhanh nhưng 2 lon sữa bụi bẩn nhiều quá. mình tự chùi nhưng thấy k có mới. tuy date còn dài.', 'summary': 'Hài lòng', 'annotations': {'28': ['an toàn -'], '19': ['ship +']}}",,,,,1,0,0,0,0,1,0
2269,886609,hài kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 1117, 'comment': 'Rất hài lòng', 'summary': 'Cực kì hài lòng', 'annotations': {'17': ['other'], '19': ['other'], '20': ['trash'], '25': ['other']}}",,,,,0,0,0,0,0,0,1
2270,886608,hàng đẹp hơi một_chút hài kì hài_lòng,"[{'label': 316, 'user': 15}]","{'review_id': 13118, 'comment': 'Hàng đẹp, tuy có hơi nhỏ một chút, nhưng nhìn chung là hài lòng', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['other'], '30': ['chất lượng +']}}",,,,,0,0,0,0,0,0,1
2271,886607,tã mềm thấm hút tốt mặc_cả đêm không kì hài_lòng,"[{'label': 321, 'user': 15}]","{'review_id': 13820, 'comment': 'tã mềm, thấm hút tốt, mặc cả đêm ko bị tràn', 'summary': 'Cực kì hài lòng', 'annotations': {'19': ['chất lượng +'], '30': ['chất lượng +']}}",,,,,0,0,0,1,0,0,0
2272,886606,sản_phẩm mỏng thấm hút cực tốt k chảy xệ bé hợp không hăm tã tiki giao hàng tin_tưởng mua hàng kì hài_lòng,"[{'label': 327, 'user': 15}, {'label': 319, 'user': 15}, {'label': 321, 'user': 15}]","{'review_id': 2754, 'comment': 'Sản phẩm mỏng nhưng thấm hút cực tốt,k bị chảy xệ,bé nhà mình dùng hợp nên k bị hăm tã,tiki giao hàng rất nhanh.thật sự tin tưởng khi mua hàng trên tiki', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['ship +', 'an toàn +', 'chất lượng +'], '28': ['ship +', 'an toàn +', 'chất lượng +']}}",,,,,1,0,0,1,0,1,0
2273,886605,mua bỉm tiki lo chất_lượng loại tả loại khuyến_mại giá tốt đúng dịp mua,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 14472, 'comment': 'Mua bỉm ở tiki thì khỏi lo về chất lượng. Con mình dùng nhiều loại tả. Loại nào km giá tốt mà đúng dịp cần là mua ngay.', 'summary': 'Hài lòng', 'annotations': {'28': ['giá +', 'chất lượng +'], '29': ['chất lượng +']}}",,,,,0,1,0,1,0,0,0
2274,886604,bịch rách băng_dính dán mua không,"[{'label': 320, 'user': 15}]","{'review_id': 2682, 'comment': 'bịch bị rách, đã lấy băng dính dán lại nhưng là người mua nên mình không thích thế', 'summary': 'Bình thường', 'annotations': {'23': ['ship -'], '28': ['ship -']}}",,,,,1,0,0,0,0,0,0
2275,886603,sản_phẩm tốt bé hợp bobby giá_cả thu kì hài_lòng,"[{'label': 317, 'user': 15}]","{'review_id': 2897, 'comment': 'Sản phẩm tốt. Bé nhà mk hợp vs bobby. Giá cả phải chăng. Phù hợp vs thu nhập', 'summary': 'Cực kì hài lòng', 'annotations': {'23': ['chất lượng +', 'giá +'], '28': ['giá +', 'chất lượng +']}}",,,,,0,1,0,0,0,0,0
2276,886602,mua loại tã bé hơi lo hàng hài_lòng tã unidry tốt giá mềm quần unidry,"[{'label': 321, 'user': 15}, {'label': 317, 'user': 15}]","{'review_id': 13424, 'comment': 'Lần đầu tiên mua loại tã này cho bé cũng hơi lo. Nhưng nhận hàng rồi cảm thấy hài lòng vì tã unidry  xài cũng tốt mà giá lại mềm nữa.', 'summary': 'Tã quần Unidry', 'annotations': {'19': ['chất lượng +', 'giá +'], '30': ['chất lượng +', 'giá +']}}",,,,,0,1,0,1,0,0,0
